1492578061.88,s0,21.25,70.25,s1,39.00,102.20,s2,31.75,89.15,s3,21.75,71.15,s4,22.25,72.05
1492578901.85,s0,21.25,70.25,s1,38.75,101.75,s2,31.75,89.15,s3,21.75,71.15,s4,22.25,72.05
1492579861.94,s0,21.00,69.80,s1,38.75,101.75,s2,31.50,88.70,s3,21.50,70.70,s4,22.00,71.60
1492581661.81,s0,20.50,68.90,s1,38.50,101.30,s2,31.50,88.70,s3,21.00,69.80,s4,21.75,71.15
1492582501.79,s0,20.50,68.90,s1,38.25,100.85,s2,31.25,88.25,s3,21.00,69.80,s4,21.50,70.70
1492583462.01,s0,20.50,68.90,s1,38.00,100.40,s2,31.25,88.25,s3,20.50,68.90,s4,21.25,70.25
1492585261.89,s0,20.25,68.45,s1,37.50,99.50,s2,31.25,88.25,s3,20.25,68.45,s4,21.00,69.80
1492586101.87,s0,20.00,68.00,s1,37.25,99.05,s2,31.25,88.25,s3,20.25,68.45,s4,21.00,69.80
1492587062.0,s0,20.00,68.00,s1,37.00,98.60,s2,31.00,87.80,s3,20.00,68.00,s4,20.75,69.35
1492588861.88,s0,19.75,67.55,s1,36.50,97.70,s2,31.00,87.80,s3,20.00,68.00,s4,20.50,68.90
1492589701.85,s0,19.75,67.55,s1,36.50,97.70,s2,30.75,87.35,s3,19.75,67.55,s4,20.50,68.90
1492590662.01,s0,19.50,67.10,s1,36.25,97.25,s2,30.75,87.35,s3,19.75,67.55,s4,20.25,68.45
1492592461.87,s0,19.50,67.10,s1,36.00,96.80,s2,30.50,86.90,s3,19.75,67.55,s4,20.25,68.45
1492593301.85,s0,19.50,67.10,s1,35.75,96.35,s2,30.50,86.90,s3,19.50,67.10,s4,20.25,68.45
1492594262.0,s0,19.50,67.10,s1,35.75,96.35,s2,30.50,86.90,s3,19.50,67.10,s4,20.25,68.45
1492596061.87,s0,19.25,66.65,s1,35.50,95.90,s2,30.25,86.45,s3,19.25,66.65,s4,20.00,68.00
1492596901.84,s0,19.25,66.65,s1,35.25,95.45,s2,30.25,86.45,s3,19.25,66.65,s4,20.00,68.00
1492597861.99,s0,19.00,66.20,s1,35.25,95.45,s2,30.25,86.45,s3,19.25,66.65,s4,19.75,67.55
1492599661.86,s0,18.75,65.75,s1,35.00,95.00,s2,30.00,86.00,s3,19.00,66.20,s4,19.75,67.55
1492600501.83,s0,18.75,65.75,s1,34.75,94.55,s2,30.00,86.00,s3,18.75,65.75,s4,19.50,67.10
1492601461.98,s0,18.75,65.75,s1,34.75,94.55,s2,30.00,86.00,s3,18.75,65.75,s4,19.50,67.10
1492603261.85,s0,18.50,65.30,s1,34.50,94.10,s2,29.75,85.55,s3,18.75,65.75,s4,19.25,66.65
1492604101.82,s0,18.50,65.30,s1,34.25,93.65,s2,29.75,85.55,s3,18.75,65.75,s4,19.25,66.65
1492605061.11,s0,18.75,65.75,s1,34.25,93.65,s2,29.75,85.55,s3,18.75,65.75,s4,19.25,66.65
1492606861.99,s0,19.00,66.20,s1,34.00,93.20,s2,29.50,85.10,s3,19.25,66.65,s4,19.50,67.10
1492607701.96,s0,19.25,66.65,s1,34.00,93.20,s2,29.50,85.10,s3,19.50,67.10,s4,19.75,67.55
1492608661.93,s0,19.50,67.10,s1,34.00,93.20,s2,29.25,84.65,s3,19.75,67.55,s4,20.00,68.00
1492610461.8,s0,19.75,67.55,s1,33.75,92.75,s2,29.25,84.65,s3,20.00,68.00,s4,20.25,68.45
1492611301.77,s0,20.00,68.00,s1,33.75,92.75,s2,29.25,84.65,s3,20.50,68.90,s4,20.50,68.90
1492612262.05,s0,20.25,68.45,s1,33.75,92.75,s2,29.25,84.65,s3,20.75,69.35,s4,20.75,69.35
1492614061.92,s0,21.00,69.80,s1,33.75,92.75,s2,29.25,84.65,s3,21.00,69.80,s4,21.25,70.25
1492614901.89,s0,21.25,70.25,s1,33.75,92.75,s2,29.25,84.65,s3,21.25,70.25,s4,21.50,70.70
1492615861.94,s0,21.50,70.70,s1,34.00,93.20,s2,29.25,84.65,s3,21.50,70.70,s4,21.75,71.15
1492617661.81,s0,22.75,72.95,s1,34.00,93.20,s2,29.25,84.65,s3,24.25,75.65,s4,23.00,73.40
1492618501.79,s0,23.00,73.40,s1,34.25,93.65,s2,29.25,84.65,s3,24.25,75.65,s4,23.50,74.30
1492619461.94,s0,23.50,74.30,s1,34.75,94.55,s2,29.50,85.10,s3,24.75,76.55,s4,24.00,75.20
1492621261.82,s0,24.00,75.20,s1,35.25,95.45,s2,29.50,85.10,s3,25.50,77.90,s4,24.50,76.10
1492622101.79,s0,24.00,75.20,s1,35.50,95.90,s2,29.75,85.55,s3,25.00,77.00,s4,24.75,76.55
1492623061.95,s0,24.75,76.55,s1,35.75,96.35,s2,29.75,85.55,s3,25.75,78.35,s4,25.25,77.45
1492624861.82,s0,25.25,77.45,s1,36.25,97.25,s2,30.00,86.00,s3,26.50,79.70,s4,26.00,78.80
1492625701.8,s0,25.50,77.90,s1,36.50,97.70,s2,30.25,86.45,s3,27.00,80.60,s4,26.00,78.80
1492626661.95,s0,25.75,78.35,s1,37.00,98.60,s2,30.25,86.45,s3,27.00,80.60,s4,26.25,79.25
1492628461.82,s0,26.75,80.15,s1,37.50,99.50,s2,30.75,87.35,s3,28.50,83.30,s4,27.00,80.60
1492629301.8,s0,27.25,81.05,s1,37.75,99.95,s2,30.75,87.35,s3,28.75,83.75,s4,27.50,81.50
1492630261.99,s0,27.50,81.50,s1,38.00,100.40,s2,31.00,87.80,s3,29.00,84.20,s4,27.75,81.95
1492632061.87,s0,28.75,83.75,s1,38.75,101.75,s2,31.25,88.25,s3,30.00,86.00,s4,29.00,84.20
1492632901.85,s0,29.25,84.65,s1,39.00,102.20,s2,31.50,88.70,s3,30.50,86.90,s4,29.50,85.10
1492633861.93,s0,29.50,85.10,s1,39.25,102.65,s2,31.50,88.70,s3,30.75,87.35,s4,30.00,86.00
1492635661.82,s0,29.75,85.55,s1,39.75,103.55,s2,32.00,89.60,s3,30.75,87.35,s4,30.25,86.45
1492636501.8,s0,29.75,85.55,s1,40.00,104.00,s2,32.00,89.60,s3,30.75,87.35,s4,30.25,86.45
1492637461.98,s0,29.75,85.55,s1,40.25,104.45,s2,32.25,90.05,s3,31.00,87.80,s4,30.25,86.45
1492639261.87,s0,29.75,85.55,s1,40.50,104.90,s2,32.75,90.95,s3,30.75,87.35,s4,30.25,86.45
1492640101.85,s0,29.75,85.55,s1,40.75,105.35,s2,33.00,91.40,s3,30.75,87.35,s4,30.25,86.45
1492641061.74,s0,29.75,85.55,s1,41.00,105.80,s2,33.00,91.40,s3,30.75,87.35,s4,30.50,86.90
1492642861.62,s0,30.50,86.90,s1,41.25,106.25,s2,33.50,92.30,s3,32.25,90.05,s4,30.75,87.35
1492643701.6,s0,30.50,86.90,s1,41.50,106.70,s2,33.50,92.30,s3,32.00,89.60,s4,31.00,87.80
1492644661.94,s0,30.50,86.90,s1,41.50,106.70,s2,33.75,92.75,s3,31.75,89.15,s4,30.75,87.35
1492646461.82,s0,30.00,86.00,s1,41.75,107.15,s2,34.00,93.20,s3,31.00,87.80,s4,30.50,86.90
1492647301.81,s0,29.50,85.10,s1,42.00,107.60,s2,34.00,93.20,s3,30.75,87.35,s4,30.25,86.45
1492648261.94,s0,29.00,84.20,s1,42.00,107.60,s2,34.25,93.65,s3,30.25,86.45,s4,30.00,86.00
1492650061.82,s0,28.25,82.85,s1,42.25,108.05,s2,34.50,94.10,s3,29.00,84.20,s4,29.25,84.65
1492650901.81,s0,28.00,82.40,s1,42.25,108.05,s2,34.50,94.10,s3,28.75,83.75,s4,28.75,83.75
1492651861.94,s0,27.50,81.50,s1,42.25,108.05,s2,34.50,94.10,s3,28.50,83.30,s4,28.50,83.30
1492653661.82,s0,27.00,80.60,s1,42.25,108.05,s2,34.75,94.55,s3,27.75,81.95,s4,27.75,81.95
1492654501.8,s0,26.75,80.15,s1,42.25,108.05,s2,34.75,94.55,s3,27.50,81.50,s4,27.50,81.50
1492655461.93,s0,26.25,79.25,s1,42.25,108.05,s2,34.75,94.55,s3,27.25,81.05,s4,27.25,81.05
1492657261.81,s0,25.75,78.35,s1,42.00,107.60,s2,34.75,94.55,s3,26.75,80.15,s4,26.75,80.15
1492658101.79,s0,25.75,78.35,s1,42.00,107.60,s2,34.75,94.55,s3,26.50,79.70,s4,26.50,79.70
1492659061.94,s0,25.50,77.90,s1,42.00,107.60,s2,34.50,94.10,s3,26.50,79.70,s4,26.50,79.70
1492660861.82,s0,25.00,77.00,s1,41.75,107.15,s2,34.50,94.10,s3,26.00,78.80,s4,26.00,78.80
1492661701.8,s0,25.00,77.00,s1,41.75,107.15,s2,34.50,94.10,s3,25.75,78.35,s4,26.00,78.80
1492662661.94,s0,24.75,76.55,s1,41.75,107.15,s2,34.50,94.10,s3,25.50,77.90,s4,25.75,78.35
