1486539831.28,0,{},{}
1486542003.32,0,{},{}
1486545603.07,0,{},{}
1486549203.35,0,{},{}
1486552803.89,0,{},{}
1486556403.81,0,{},{}
1486560004.03,0,{},{}
1486563605.09,0,{},{}
1486567203.45,0,{},{}
1486570803.38,0,{},{}
1486574403.08,0,{},{}
1486578002.99,0,{},{}
1486581605.14,0,{},{}
1486585202.93,0,{},{}
1486588808.44,0,{},{}
1486592403.68,0,{},{}
1486596003.08,0,{},{}
1486599604.54,0,{},{}
1486603203.2,0,{},{}
1486606803.4,0,{},{}
1486610403.97,0,{},{}
1486614003.17,0,{},{}
1486617603.08,0,{},{}
1486621203.63,0,{},{}
1486624803.43,0,{},{}
1486628402.74,0,{},{}
1486632002.75,0,{},{}
1486635603.17,0,{},{}
1486639203.39,0,{},{}
1486642803.52,0,{},{}
1486646403.53,0,{},{}
1486650002.72,0,{},{}
1486653603.04,0,{},{}
1486657202.96,0,{},{}
1486660804.0,0,{},{}
1486664403.31,0,{},{}
1486668003.03,0,{},{}
1486671603.56,0,{},{}
1486675202.95,0,{},{}
1486678802.82,0,{},{}
1486682404.11,0,{},{}
1486686003.52,0,{},{}
1486689603.74,0,{},{}
1486693203.45,0,{},{}
1486696802.96,0,{},{}
1486700402.85,0,{},{}
1486704003.08,0,{},{}
1486707604.63,0,{},{}
1486711203.22,0,{},{}
1486714803.24,0,{},{}
1486718403.37,0,{},{}
1486722003.39,0,{},{}
1486725602.83,0,{},{}
1486729203.63,0,{},{}
1486732803.54,0,{},{}
1486736403.76,0,{},{}
1486740002.92,0,{},{}
1486743603.01,0,{},{}
1486747203.71,0,{},{}
1486750803.74,0,{},{}
1486754402.72,0,{},{}
1486758003.16,0,{},{}
1486761603.7,0,{},{}
1486765204.32,0,{},{}
1486768803.51,0,{},{}
1486772402.85,0,{},{}
1486776003.56,0,{},{}
1486779604.1,0,{},{}
1486783203.3,0,{},{}
1486786803.32,0,{},{}
1486790402.84,0,{},{}
1486794003.45,0,{},{}
1486797603.36,0,{},{}
1486801203.59,0,{},{}
1486804802.78,0,{},{}
1486808403.74,0,{},{}
1486812003.76,0,{},{}
1486815603.37,0,{},{}
1486819203.2,0,{},{}
1486822803.0,0,{},{}
1486826404.26,0,{},{}
1486830003.26,0,{},{}
1486833603.46,0,{},{}
1486837204.19,0,{},{}
1486840803.8,0,{},{}
1486844404.35,0,{},{}
1486848003.18,0,{},{}
1486851603.45,0,{},{}
1486855203.48,0,{},{}
1486858803.81,0,{},{}
1486862403.62,0,{},{}
1486866003.12,0.585,{u'3h': 0.585},{}
1486869603.24,0.585,{u'3h': 0.585},{}
1486873203.36,0.585,{u'3h': 0.585},{}
1486876802.84,1.145,{u'3h': 1.145},{}
1486880403.29,1.145,{u'3h': 1.145},{}
1486884003.36,1.145,{u'3h': 1.145},{}
1486887603.95,0.395,{u'3h': 0.395},{}
1486891203.74,0.395,{u'3h': 0.395},{}
1486894803.58,0.395,{u'3h': 0.395},{}
1486898403.19,0.37,{u'3h': 0.37},{}
1486902003.51,0.37,{u'3h': 0.37},{}
1486905603.32,0.37,{u'3h': 0.37},{}
1486909203.34,0.16,{u'3h': 0.16},{}
1486912803.36,0,{},{}
1486916403.58,0,{},{}
1486920003.61,0,{},{}
1486923603.11,0,{},{}
1486927203.14,0,{},{}
1486930803.0,0,{},{}
1486934403.67,0,{},{}
1486938002.78,0,{},{}
1486941603.6,0,{},{}
1486945203.21,0,{},{}
1486948803.55,0,{},{}
1486952404.09,0,{},{}
1486956002.89,0,{},{}
1486959602.85,0,{},{}
1486963203.03,0,{},{}
1486966803.14,0,{},{}
1486970402.81,0,{},{}
1486974003.43,0,{},{}
1486977602.79,0,{},{}
1486981203.3,0,{},{}
1486984802.93,0,{},{}
1486988402.95,0,{},{}
1486992003.47,0,{},{}
1486995603.38,0,{},{}
1486999204.42,0,{},{}
1487002803.21,0,{},{}
1487006402.87,0,{},{}
1487010003.65,0,{},{}
1487013603.56,0,{},{}
1487017203.79,0,{},{}
1487020803.4,0,{},{}
1487024403.1,0,{},{}
1487028002.71,0,{},{}
1487031602.91,0,{},{}
1487035203.68,0,{},{}
1487038803.79,0,{},{}
1487042403.41,0,{},{}
1487046003.81,0,{},{}
1487049603.42,0,{},{}
1487053203.66,0,{},{}
1487056803.47,0,{},{}
1487060403.08,0,{},{}
1487064003.23,0,{},{}
1487067603.43,0,{},{}
1487071203.24,0,{},{}
1487074803.36,0,{},{}
1487078402.76,0,{},{}
1487082003.1,0,{},{}
1487085603.1,0,{},{}
1487089202.78,0,{},{}
1487092803.45,0,{},{}
1487096403.47,0,{},{}
1487100003.7,0,{},{}
1487103603.41,0,{},{}
1487107202.92,0,{},{}
1487110802.79,0,{},{}
1487114403.08,0,{},{}
1487118004.2,0,{},{}
1487121602.79,0,{},{}
1487125203.09,0,{},{}
1487128803.33,0,{},{}
1487132403.56,0,{},{}
1487136003.37,0,{},{}
1487139603.5,0,{},{}
1487143203.41,0,{},{}
1487146803.12,0,{},{}
1487150403.44,0,{},{}
1487154003.36,0,{},{}
1487157603.69,0,{},{}
1487161203.41,0,{},{}
1487164802.99,0,{},{}
1487168403.53,0,{},{}
1487172003.45,0,{},{}
1487175602.97,0,{},{}
1487179203.0,0,{},{}
1487182803.5,0,{},{}
1487186402.81,0,{},{}
1487190003.47,0,{},{}
1487193603.49,0,{},{}
1487197203.48,0,{},{}
1487200802.98,0,{},{}
1487204403.5,0,{},{}
1487208003.01,0,{},{}
1487211603.66,0,{},{}
1487215203.07,0,{},{}
1487218803.28,0,{},{}
1487222403.6,0,{},{}
1487226002.85,0,{},{}
1487229603.32,0,{},{}
1487233203.65,0,{},{}
1487236803.67,0,{},{}
1487240403.39,0,{},{}
1487244003.1,0,{},{}
1487247603.22,0,{},{}
1487251202.78,0,{},{}
1487254804.48,0,{},{}
1487258403.07,0,{},{}
1487262003.69,0,{},{}
1487265603.47,0,{},{}
1487269203.35,0,{},{}
1487276403.08,0,{},{}
1487280003.38,0,{},{}
1487283603.4,0,{},{}
1487287203.82,0,{},{}
1487290803.61,0,{},{}
1487294403.65,0,{},{}
1487298002.96,0,{},{}
1487301603.69,0,{},{}
1487305203.72,0,{},{}
1487308803.43,0,{},{}
1487312403.34,0,{},{}
1487316003.45,0,{},{}
1487319603.16,0,{},{}
