1490228702.95,42.04,28,clear sky,0,80,5.1,1
1490232303.28,40.24,35,clear sky,0,80,3.6,1
1490235904.21,38.44,38,clear sky,0,90,5.7,1
1490239502.69,37.02,41,clear sky,0,90,5.1,1
1490243103.53,37.0,44,few clouds,0,100,4.1,20
1490246702.94,35.55,48,scattered clouds,0,110,4.6,40
1490250305.01,34.84,51,broken clouds,0,90,4.6,75
1490253902.87,34.84,51,few clouds,0,110,5.7,20
1490257503.5,35.58,51,broken clouds,0,130,5.1,75
1490261103.72,35.2,51,clear sky,0,120,5.7,1
1490264705.47,35.58,51,broken clouds,0,120,5.7,75
1490268303.55,35.94,51,overcast clouds,0,130,5.7,90
1490271902.75,35.58,51,light rain,0,130,5.1,90
1490275503.09,35.58,64,moderate rain,0,140,4.1,90
1490279103.82,36.68,69,light rain,0,130,4.6,90
1490282703.53,36.68,74,moderate rain,0,140,4.6,90
1490286303.34,37.4,74,moderate rain,0,170,5.1,90
1490289903.15,38.5,86,moderate rain,0,150,7.7,90
1490293503.57,39.92,80,light rain,0,140,8.2,90
1490297103.59,40.64,80,light rain,0,140,7.2,90
1490300703.4,42.1,93,light rain,0,140,5.7,90
1490304302.69,43.12,65,drizzle,0,150,7.2,90
1490307903.24,46.36,70,overcast clouds,0,140,8.7,90
1490311503.68,47.82,70,clear sky,0,150,6.7,1
