1487808902.84,63.03,82,clear sky,0,190,4.6,1
1487812504.1,60.87,87,clear sky,0,180,4.6,1
1487816103.37,59.83,93,mist,0,200,1.5,1
1487819704.96,58.75,100,mist,0,205.003,6.01,1
1487823303.1,56.28,100,mist,0,205.003,6.01,90
1487826904.07,55.51,93,mist,0,200,2.1,1
1487830503.11,54.45,100,fog,0,190,3.1,1
1487834102.96,55.09,100,clear sky,0,310,2.6,1
1487837704.32,53.67,100,mist,0,247.001,3.67,1
1487841304.65,50.14,100,mist,0,180,2.1,1
1487844903.61,48.0,100,fog,0,247.001,3.67,90
1487848504.78,45.7,100,fog,0,280,0.73,90
1487852104.92,44.26,93,fog,0,280,0.73,90
1487855702.89,43.56,100,fog,0,280,0.73,90
1487859306.29,44.96,93,fog,0,23.5003,2.52,90
1487862903.54,49.59,100,fog,0,50,3.6,75
1487866502.94,51.78,100,mist,0,360,4.6,1
1487870103.47,53.24,93,mist,0,30,5.7,1
1487873703.47,55.78,76,broken clouds,0,30,4.1,75
1487877303.69,57.24,76,clear sky,0,70,4.6,1
1487880903.52,59.0,77,overcast clouds,0,50,4.1,90
1487884503.1,58.68,77,overcast clouds,0,70,5.1,90
1487888104.29,59.38,77,light rain,0,70,5.7,90
1487891704.51,60.46,82,broken clouds,0,80,5.7,75
