1499042103.44,84.92,45,clear sky,0,230,3.6,1
1499045703.76,81.3,54,clear sky,0,230,3.1,1
1499049303.38,76.6,61,clear sky,0,200,1.5,1
1499052903.09,74.08,64,clear sky,0,200,2.6,1
1499056503.12,73.74,73,clear sky,0,325.504,4.49,1
1499060103.76,72.68,78,clear sky,0,325.504,4.49,1
1499063703.37,71.22,64,few clouds,0,325.504,4.49,20
1499067303.18,70.52,73,broken clouds,0,230,2.6,75
1499070903.61,69.44,68,clear sky,0,230,1.5,1
1499074502.81,69.08,73,clear sky,0,46.501,2.21,1
1499078103.04,68.05,88,clear sky,0,56.5006,2.01,1
1499081703.37,64.8,93,clear sky,0,56.5006,2.01,1
1499085303.44,70.54,77,clear sky,0,56.5006,2.01,1
1499088903.51,75.58,64,clear sky,0,81.0004,2.31,1
1499092502.81,80.6,54,clear sky,0,230,2.6,1
1499096103.24,83.12,54,clear sky,0,230,2.1,1
1499099703.46,85.66,48,clear sky,0,210,2.1,1
1499103303.6,87.1,45,clear sky,0,170,3.6,1
1499106902.9,88.52,40,clear sky,0,183.504,2.52,1
1499110503.02,89.26,43,clear sky,0,180,3.1,1
1499114103.05,89.96,43,scattered clouds,0,170,4.1,40
1499117703.89,89.62,43,few clouds,0,160,4.6,20
1499121303.2,88.88,43,clear sky,0,180,4.1,1
1499124902.82,87.78,43,clear sky,0,160,4.6,1
