1493166903.38,75.58,53,clear sky,0,160,8.7,1
1493170503.5,74.12,49,clear sky,0,170,6.7,1
1493174102.9,71.26,60,clear sky,0,170,5.1,1
1493177703.54,69.13,68,clear sky,0,160,4.1,1
1493181303.26,68.76,72,clear sky,0,150,4.6,1
1493184903.8,68.02,72,clear sky,0,170,5.7,1
1493188503.52,66.92,68,clear sky,0,170,6.2,1
1493192102.9,66.56,72,clear sky,0,160,7.2,1
1493195703.53,65.5,77,clear sky,0,170,5.7,1
1493199302.94,65.12,72,clear sky,0,170,6.7,1
1493202902.99,65.48,68,overcast clouds,0,170,6.7,90
1493206503.32,66.2,68,light rain,0,180,7.7,90
1493210103.03,66.2,72,few clouds,0,190,7.2,20
1493213703.95,66.94,72,clear sky,0,170,5.1,1
1493217303.32,69.08,64,clear sky,0,190,8.7,1
1493220902.98,70.88,60,clear sky,0,220,8.2,1
1493224503.66,72.01,60,few clouds,0,240,7.2,20
1493228103.51,73.44,53,scattered clouds,0,230,5.7,40
1493231703.57,74.5,50,scattered clouds,0,230,11.3,40
1493235303.38,75.22,53,clear sky,0,230,10.3,1
1493238903.6,71.62,56,light rain,0,220,7.7,20
1493242503.39,67.32,77,light rain,0,240,7.7,90
1493246103.4,64.44,100,light rain,0,56.0006,1.51,90
1493249702.98,63.34,100,light rain,0,170,1.5,90
