1505435102.71,76.98,47,clear sky,0,140,3.1,1
1505438702.83,70.12,56,clear sky,0,140,3.1,1
1505442303.07,67.6,64,clear sky,0,160,2.6,1
1505445902.98,66.22,77,clear sky,0,150,1.5,1
1505449502.79,65.14,88,clear sky,0,130,2.6,1
1505453103.02,64.4,88,clear sky,0,140,3.1,1
1505456705.2,64.4,82,clear sky,0,120,3.1,1
1505460303.27,62.94,88,clear sky,0,130,2.6,1
1505463902.89,61.48,88,clear sky,0,140,1.5,1
1505467503.02,61.52,93,clear sky,0,130,1.5,1
1505471103.55,60.39,93,clear sky,0,140,2.1,1
1505474703.68,61.14,88,mist,0,150,2.6,1
1505478303.29,62.6,93,mist,0,150,2.1,1
1505481903.83,65.46,88,mist,0,170,3.1,1
1505485503.22,70.14,78,clear sky,0,180,3.1,1
1505489102.73,76.23,61,clear sky,0,220,2.6,1
1505492702.85,80.58,54,clear sky,0,190,3.6,1
1505496303.29,84.18,48,clear sky,0,180,3.6,1
1505503503.13,88.12,38,broken clouds,0,170,3.1,75
1505507103.47,88.48,36,clear sky,0,160,4.1,1
1505510703.09,88.5,38,clear sky,0,170,4.1,1
1505514303.42,88.16,38,clear sky,0,200,3.1,1
1505517903.43,85.62,40,clear sky,0,160,4.6,1
