1499904903.81,91.06,66,clear sky,0,220,2.1,1
1499908503.62,88.16,62,clear sky,0,200,3.1,1
1499912103.75,85.71,89,clear sky,0,221.5,2.52,1
1499915703.15,85.68,83,clear sky,0,190,1.5,1
1499919302.97,84.22,83,scattered clouds,0,210,2.1,40
1499922903.61,83.84,79,clear sky,0,210,2.1,1
1499926503.95,82.4,74,scattered clouds,0,310,2.1,40
1499930103.36,80.98,88,clear sky,0,215,3.58,1
1499933703.07,79.2,94,scattered clouds,0,160,1.5,40
1499937302.89,78.51,100,clear sky,0,233.502,4.63,1
1499940903.22,78.13,83,clear sky,0,233.502,4.63,1
1499944502.94,77.38,83,scattered clouds,0,302.5,3.31,40
1499948103.06,77.02,88,light rain,0,300,2.6,90
1499951703.4,77.74,94,clear sky,0,302.5,3.31,1
1499955303.56,78.8,88,clear sky,0,280,2.6,1
1499958903.34,80.55,78,broken clouds,0,290,4.6,75
1499962503.05,81.28,78,broken clouds,0,270,3.1,75
1499966103.28,82.38,74,scattered clouds,0,300,2.6,40
1499969703.71,84.2,70,broken clouds,0,250,2.6,75
1499973302.91,83.86,78,broken clouds,0,280,1.5,75
1499976903.46,83.82,70,scattered clouds,0,276.007,3.66,40
1499980503.37,83.84,66,clear sky,0,276.007,3.66,1
1499984103.09,83.82,70,scattered clouds,0,270,1.5,40
1499987703.01,83.1,70,clear sky,0,280,1.5,1
