1502757303.15,79.09,61,few clouds,0,240,3.1,20
1502760903.68,76.68,65,scattered clouds,0,250,2.1,40
1502764502.85,75.18,69,broken clouds,0,250,2.1,75
1502768103.43,72.19,78,few clouds,0,200,2.1,20
1502771703.67,70.39,88,few clouds,0,240,2.6,20
1502775303.37,70.68,88,broken clouds,0,230,2.1,75
1502778903.08,68.59,88,mist,0,200,2.6,1
1502782503.52,68.59,88,mist,0,220,2.6,1
1502786102.97,67.39,94,mist,0,230,2.6,1
1502789702.81,66.79,94,mist,0,230,3.1,1
1502793302.81,68.0,94,mist,0,250,2.6,1
1502796903.4,66.51,94,fog,0,240,1.5,1
1502800503.42,67.1,94,mist,0,210,1.5,1
1502804103.75,71.98,88,mist,0,210,2.1,1
1502807703.16,74.89,83,mist,0,230,3.1,1
1502811303.9,78.8,74,broken clouds,0,240,3.1,75
1502814904.13,80.31,74,overcast clouds,0,210,2.6,90
1502818503.43,82.11,69,broken clouds,0,210,2.1,75
1502822103.46,83.1,62,few clouds,0,220,2.1,20
1502829303.7,86.04,62,broken clouds,0,40,2.6,75
1502836503.33,86.32,66,overcast clouds,0,70,3.1,90
1502840102.95,84.51,69,light rain,0,100,2.6,1
