1503534303.47,72.32,56,few clouds,0,310,2.6,20
1503537904.14,65.89,88,clear sky,0,346.005,2.66,1
1503541503.1,63.32,93,clear sky,0,338,1.51,1
1503545103.03,61.2,93,clear sky,0,338,1.51,1
1503548703.56,60.08,87,clear sky,0,230,1.5,1
1503552303.28,58.3,93,clear sky,0,299.002,1.21,1
1503555905.24,57.24,100,clear sky,0,299.002,1.21,1
1503559503.21,56.12,100,clear sky,0,264.5,1.26,1
1503563103.53,55.44,100,clear sky,0,280.002,1.26,1
1503566703.65,53.98,100,clear sky,0,280.002,1.26,1
1503570306.55,53.62,100,clear sky,0,280.002,1.26,1
1503573903.71,54.34,100,clear sky,0,312.004,1.26,1
1503577503.46,56.1,100,clear sky,0,312.004,1.26,1
1503581103.96,63.34,88,clear sky,0,330,1.5,1
1503584703.37,66.6,82,clear sky,0,350.003,2.07,1
1503588303.19,70.56,68,scattered clouds,0,10,2.1,40
1503591903.84,73.38,60,clear sky,0,360,3.6,1
1503599103.03,76.62,44,clear sky,0,10,2.1,1
1503602703.44,78.08,47,scattered clouds,0,60,2.6,40
1503606303.31,77.32,44,clear sky,0,30,4.1,1
1503609907.18,78.06,44,clear sky,0,30,4.1,1
1503613503.34,77.72,44,clear sky,0,30,4.1,1
1503617103.28,75.54,53,clear sky,0,10,3.1,1
