1499041503.67,85.24,48,clear sky,0,250,2.1,1
1499045103.28,81.66,65,clear sky,0,220,1.5,1
1499048703.61,77.32,65,clear sky,0,200,3.1,1
1499052303.64,74.82,69,clear sky,0,210,3.1,1
1499055903.15,74.08,64,clear sky,0,200,2.6,1
1499059503.07,73.74,78,clear sky,0,17.5043,3.92,1
1499063105.14,70.83,60,few clouds,0,17.5043,3.92,20
1499066703.31,70.84,69,clear sky,0,210,1.5,1
1499070303.33,69.76,78,clear sky,0,56.001,1.71,1
1499073903.46,69.04,78,few clouds,0,56.001,1.71,20
1499077504.89,67.55,73,few clouds,0,56.001,1.71,20
1499081102.89,64.35,88,clear sky,0,74.5006,2.01,1
1499084703.42,69.76,78,clear sky,0,74.5006,2.01,1
1499088303.14,75.52,61,clear sky,0,180,1.5,1
1499091902.95,80.58,65,clear sky,0,190,3.1,1
1499095503.17,83.1,62,clear sky,0,180,3.6,1
1499099103.08,85.6,48,clear sky,0,180,2.1,1
1499102703.11,87.04,43,clear sky,0,110,3.6,1
1499106303.35,88.5,43,clear sky,0,130,2.6,1
1499109903.16,89.2,43,clear sky,0,160,3.1,1
1499113503.28,89.94,41,clear sky,0,30,2.1,1
1499120703.23,89.22,46,clear sky,0,180,2.6,1
1499124303.05,87.76,46,broken clouds,0,140,2.1,75
