1506644103.73,70.23,40,clear sky,0,350,3.1,1
1506647703.56,61.95,51,clear sky,0,330,2.6,1
1506651303.3,58.33,58,clear sky,0,340,2.1,1
1506654903.51,56.19,58,clear sky,0,340,1.5,1
1506658503.43,54.41,71,clear sky,0,350.506,1.67,1
1506662102.74,51.89,81,clear sky,0,318.5,1.02,1
1506665703.49,50.4,76,clear sky,0,318.5,1.02,1
1506669303.62,48.99,87,mist,0,190,1.5,1
1506672903.51,48.29,93,clear sky,0,211.001,1.12,1
1506676503.47,47.23,93,clear sky,0,211.001,1.12,1
1506680103.5,46.83,100,clear sky,0,211.001,1.12,1
1506683703.33,46.45,93,clear sky,0,220.003,1.22,1
1506687323.16,47.16,93,clear sky,0,180,1.5,1
1506690903.22,48.24,93,clear sky,0,220.003,1.22,1
1506694502.82,57.07,67,clear sky,0,270,1.5,1
1506698103.43,65.75,49,clear sky,0,270,2.1,1
1506701703.69,71.56,40,clear sky,0,290,3.6,1
1506705304.02,75.16,36,clear sky,0,290,2.6,1
1506708903.36,77.7,34,clear sky,0,300,4.1,1
1506712503.67,79.16,32,scattered clouds,0,310,4.1,40
1506716104.61,79.16,30,scattered clouds,0,320,3.1,40
1506719703.37,79.16,32,scattered clouds,0,350,5.7,40
1506723303.53,78.46,31,clear sky,0,350,4.1,1
1506726903.23,76.68,33,clear sky,0,360,5.1,1
